Date,Open,High,Low,Close,Adj Close,Volume
2002-09-19,8.840000,8.850000,8.760000,8.840000,6.350615,396250
2002-09-20,8.730000,8.900000,8.680000,8.880000,6.379349,424995
2002-09-23,8.900000,9.000000,8.870000,8.900000,6.393717,2637360
2002-09-24,8.900000,8.900000,8.750000,8.790000,6.314692,245460
2002-09-25,8.750000,8.870000,8.500000,8.820000,6.336244,312685
2002-09-26,8.870000,8.870000,8.750000,8.770000,6.300326,82850
2002-09-27,8.800000,8.950000,8.760000,8.940000,6.422451,474405
2002-09-30,8.980000,8.980000,8.820000,8.900000,6.393717,783145
2002-10-01,8.940000,8.940000,8.800000,8.880000,6.379349,398550
2002-10-02,8.880000,8.880000,8.880000,8.880000,6.379349,0
2002-10-03,8.780000,8.870000,8.780000,8.830000,6.343430,299810
2002-10-04,8.890000,8.890000,8.740000,8.760000,6.293141,473405
2002-10-07,8.800000,8.840000,8.720000,8.760000,6.293141,221700
2002-10-08,8.800000,8.800000,8.600000,8.720000,6.264406,219625
2002-10-09,8.800000,8.800000,8.510000,8.560000,6.149463,425695
2002-10-10,8.590000,8.610000,8.520000,8.530000,6.127911,91350
2002-10-11,8.000000,8.570000,8.000000,8.140000,5.847736,605235
2002-10-14,8.200000,8.400000,8.150000,8.190000,5.883656,267625
2002-10-15,8.190000,8.190000,8.190000,8.190000,5.883656,0
2002-10-16,8.290000,8.400000,8.200000,8.300000,5.962680,241865
2002-10-17,8.280000,8.320000,8.220000,8.260000,5.933945,210230
2002-10-18,8.260000,8.340000,8.230000,8.280000,5.948311,106015
2002-10-21,8.300000,8.360000,8.250000,8.330000,5.984232,150925
2002-10-22,8.300000,8.320000,8.250000,8.280000,5.948311,126795
2002-10-23,8.340000,8.340000,8.200000,8.200000,5.890841,146180
2002-10-24,8.200000,8.260000,8.090000,8.100000,5.819002,279080
2002-10-25,8.100000,8.210000,8.070000,8.090000,5.811816,203225
2002-10-28,8.140000,8.200000,8.030000,8.140000,5.847736,305830
2002-10-29,8.380000,8.410000,8.250000,8.330000,5.984232,484345
2002-10-30,8.390000,8.400000,8.260000,8.280000,5.948311,282370
2002-10-31,8.260000,8.350000,8.260000,8.310000,5.969863,88315
2002-11-01,8.200000,8.510000,8.200000,8.450000,6.070439,234700
2002-11-04,8.600000,8.700000,8.410000,8.530000,6.127911,114715
2002-11-05,8.600000,8.630000,8.450000,8.600000,6.178199,303100
2002-11-06,8.600000,8.600000,8.600000,8.600000,6.178199,0
2002-11-07,8.700000,8.700000,8.520000,8.590000,6.171013,245175
2002-11-08,8.720000,8.720000,8.500000,8.520000,6.120727,255955
2002-11-11,8.570000,8.570000,8.360000,8.400000,6.034519,856440
2002-11-12,8.390000,8.400000,8.230000,8.240000,5.919576,735295
2002-11-13,8.250000,8.340000,8.220000,8.270000,5.941128,133895
2002-11-14,8.260000,8.480000,8.260000,8.360000,6.005784,99690
2002-11-15,8.370000,8.430000,8.300000,8.340000,5.991416,585705
2002-11-18,8.360000,8.530000,8.310000,8.350000,5.998600,690895
2002-11-19,8.350000,8.350000,8.350000,8.350000,5.998600,0
2002-11-20,8.350000,8.390000,8.230000,8.240000,5.919576,598295
2002-11-21,8.360000,8.360000,8.150000,8.180000,5.876473,466890
2002-11-22,8.320000,8.690000,8.280000,8.370000,6.012967,2391645
2002-11-25,8.580000,8.790000,8.450000,8.770000,6.300326,2462595
2002-11-26,8.760000,8.890000,8.650000,8.670000,6.228486,918950
2002-11-27,8.700000,8.970000,8.640000,8.780000,6.307509,2300490
2002-11-28,8.850000,8.940000,8.810000,8.900000,6.393717,1572175
2002-11-29,8.980000,9.150000,8.810000,9.050000,6.501476,1869905
2002-12-02,9.140000,9.600000,9.060000,9.480000,6.810386,3108010
2002-12-03,9.400000,9.800000,9.400000,9.530000,6.846306,2338235
2002-12-04,9.390000,9.700000,9.390000,9.490000,6.817569,1189445
2002-12-05,9.480000,9.860000,9.480000,9.620000,6.910962,2399925
2002-12-06,9.600000,10.340000,9.600000,10.190000,7.320446,3236605
2002-12-09,10.200000,11.370000,10.200000,10.810000,7.765851,5562220
2002-12-10,10.800000,10.960000,10.510000,10.710000,7.694013,2228610
2002-12-11,10.820000,11.780000,10.510000,11.440000,8.218440,7417730
2002-12-12,11.610000,12.100000,11.450000,11.860000,8.520167,11358215
2002-12-13,12.110000,12.830000,12.000000,12.490000,8.972755,8838860
2002-12-16,12.760000,13.240000,12.320000,12.520000,8.994308,7529885
2002-12-17,12.410000,13.400000,11.720000,13.000000,9.339138,9385280
2002-12-18,13.700000,14.180000,13.460000,14.040000,10.086268,17190520
2002-12-19,13.980000,14.050000,13.000000,13.140000,9.439711,12456095
2002-12-20,13.250000,13.550000,13.070000,13.200000,9.482817,6072695
2002-12-23,13.140000,13.300000,12.710000,12.960000,9.310400,4447235
2002-12-24,13.190000,13.800000,12.910000,13.530000,9.719884,6553245
2002-12-25,13.530000,13.530000,13.530000,13.530000,9.719884,0
2002-12-26,13.750000,14.170000,13.630000,14.010000,10.064715,6397520
2002-12-27,14.280000,14.430000,13.810000,14.030000,10.079083,5983920
2002-12-30,13.880000,13.990000,12.000000,13.690000,9.834829,2967130
2002-12-31,13.740000,14.660000,13.630000,14.510000,10.423915,10311195
2003-01-01,14.400000,14.500000,13.020000,13.090000,9.403790,25839495
2003-01-02,13.420000,13.900000,12.960000,13.070000,9.389424,14292970
2003-01-03,13.200000,13.450000,12.620000,12.680000,9.109250,6061740
2003-01-06,12.700000,12.880000,11.950000,12.100000,8.692582,8052370
2003-01-07,12.190000,13.220000,12.060000,13.110000,9.418160,22066990
2003-01-08,14.020000,14.020000,13.200000,13.700000,9.842011,10076150
2003-01-09,13.810000,15.000000,13.800000,14.900000,10.704087,29300310
2003-01-10,15.100000,15.490000,14.460000,14.980000,10.761558,14887595
2003-01-13,15.140000,15.530000,14.950000,15.430000,11.084835,11423805
2003-01-14,15.590000,15.600000,15.020000,15.110000,10.854950,5623830
2003-01-15,14.650000,15.850000,14.650000,15.730000,11.300354,10831725
2003-01-16,15.800000,16.080000,15.730000,15.810000,11.357828,7348740
2003-01-17,15.900000,15.900000,15.430000,15.530000,11.156677,4696085
2003-01-20,15.560000,16.480000,15.050000,16.280001,11.695473,13231210
2003-01-21,16.420000,17.049999,16.299999,16.860001,12.112143,15070660
2003-01-22,16.990000,17.000000,15.780000,16.360001,11.752946,19615995
2003-01-23,16.400000,16.940001,15.780000,16.700001,11.997200,15685710
2003-01-24,16.780001,16.959999,15.670000,15.860000,11.393746,14368165
2003-01-27,15.910000,16.000000,14.700000,15.080000,10.833398,11261500
2003-01-28,15.490000,15.620000,14.690000,15.150000,10.883686,11237070
2003-01-29,15.200000,15.680000,14.940000,15.110000,10.854950,9104215
2003-01-30,15.300000,15.400000,14.590000,14.710000,10.567592,4960955
2003-01-31,14.890000,14.890000,14.110000,14.290000,10.265867,6189775
2003-02-03,14.450000,15.220000,14.330000,15.100000,10.847768,7500065
2003-02-04,15.400000,16.190001,15.200000,15.730000,11.300354,14555485
2003-02-05,15.620000,15.770000,15.260000,15.610000,11.214149,6499895
2003-02-06,15.580000,16.600000,15.400000,16.500000,11.853522,14583260
2003-02-07,16.700001,16.700001,15.810000,16.250000,11.673919,11087595
2003-02-10,15.880000,16.320000,15.640000,15.710000,11.285988,10237530
2003-02-11,15.860000,16.000000,15.440000,15.650000,11.242885,6932145
2003-02-12,15.100000,16.070000,15.100000,15.690000,11.271621,8276375
2003-02-13,15.690000,15.690000,15.690000,15.690000,11.271621,0
2003-02-14,15.720000,15.780000,15.270000,15.370000,11.041733,6731905
2003-02-17,15.540000,16.400000,15.420000,16.299999,11.709841,6620480
2003-02-18,16.540001,17.139999,16.510000,16.959999,12.183981,12829410
2003-02-19,17.000000,18.040001,16.959999,17.730000,12.737145,19115535
2003-02-20,17.799999,18.139999,17.049999,17.340000,12.456972,21657015
2003-02-21,17.320000,17.889999,16.969999,17.670000,12.694042,14333010
2003-02-24,17.850000,18.200001,17.610001,17.719999,12.729960,9675525
2003-02-25,17.480000,17.700001,16.840000,16.940001,12.169612,11462170
2003-02-26,17.000000,17.209999,15.920000,15.980000,11.479955,21188790
2003-02-27,16.010000,17.500000,15.740000,17.240000,12.385133,23874005
2003-02-28,17.650000,17.690001,16.420000,16.660000,11.968465,22537220
2003-03-03,17.030001,18.780001,17.030001,18.110001,13.010136,23931380
2003-03-04,18.080000,18.080000,17.530001,17.850000,12.823355,15284540
2003-03-05,17.879999,18.920000,17.200001,18.719999,13.448353,19265810
2003-03-06,18.780001,19.299999,18.120001,18.540001,13.319045,41063360
2003-03-07,17.500000,18.190001,17.500000,17.639999,12.672488,15137485
2003-03-10,17.980000,17.980000,17.000000,17.080000,12.270191,11827050
2003-03-11,16.889999,18.020000,16.250000,17.780001,12.773065,24080550
2003-03-12,18.040001,19.139999,18.020000,18.930000,13.599218,33805435
2003-03-13,19.049999,19.200001,17.980000,18.830000,13.527385,22481695
2003-03-14,18.830000,18.830000,18.830000,18.830000,13.527385,0
2003-03-17,18.980000,19.379999,18.059999,19.090000,13.714164,16625390
2003-03-18,19.090000,19.090000,19.090000,19.090000,13.714164,0
2003-03-19,19.309999,19.780001,19.020000,19.410000,13.944050,14978605
2003-03-20,18.990000,19.940001,18.799999,19.690001,14.145200,23791460
2003-03-21,19.820000,20.559999,19.820000,20.209999,14.518765,17723920
2003-03-24,20.219999,20.350000,19.549999,19.719999,14.166750,6960370
2003-03-25,19.150000,19.760000,19.110001,19.629999,14.102099,9166260
2003-03-26,19.740000,20.240000,19.500000,19.600000,14.080544,8644605
2003-03-27,19.510000,20.760000,19.510000,20.590000,14.791759,15149945
2003-03-28,20.580000,21.500000,20.340000,21.190001,15.222790,15118410
2003-03-31,20.820000,21.000000,20.170000,20.350000,14.619338,8434155
2003-04-01,20.260000,20.450001,19.450001,19.660000,14.123648,11869235
2003-04-02,19.959999,20.629999,19.930000,20.490000,14.719916,9474560
2003-04-03,20.670000,21.240000,20.200001,21.110001,15.165324,13677950
2003-04-04,21.299999,21.780001,20.920000,21.690001,15.581989,13426805
2003-04-07,22.400000,22.400000,21.430000,21.969999,15.783141,8127835
2003-04-08,21.799999,22.780001,21.420000,22.590000,16.228546,11682655
2003-04-09,22.400000,22.940001,20.950001,21.309999,15.309002,12472540
2003-04-10,21.000000,21.799999,20.379999,20.990000,15.079113,10800825
2003-04-11,21.000000,21.900000,20.900000,21.080000,15.143768,8878365
2003-04-14,null,null,null,null,null,null
2003-04-15,21.180000,21.280001,19.400000,20.910000,15.021641,11610070
2003-04-16,20.820000,21.650000,20.820000,21.219999,15.244347,7913255
2003-04-17,21.100000,21.799999,20.709999,21.230000,15.251531,7242435
2003-04-18,21.230000,21.230000,21.230000,21.230000,15.251531,0
2003-04-21,21.170000,21.980000,21.170000,21.860001,15.704117,7120515
2003-04-22,21.900000,22.100000,21.020000,21.270000,15.280262,3932860
2003-04-23,21.350000,21.600000,20.219999,20.370001,14.633711,8491215
2003-04-24,20.400000,21.500000,20.200001,20.780001,14.928256,10366750
2003-04-25,20.940001,22.520000,20.820000,22.090000,15.869349,16800525
2003-04-28,22.200001,24.139999,21.799999,23.730000,17.047520,26193010
2003-04-29,23.959999,23.959999,22.430000,22.750000,16.343491,25315195
2003-04-30,22.900000,24.020000,22.420000,23.670000,17.004414,18084365
2003-05-01,23.670000,23.670000,23.670000,23.670000,17.004414,0
2003-05-02,23.400000,24.469999,23.340000,24.270000,17.435452,14162110
2003-05-05,24.540001,25.950001,24.420000,25.750000,18.498672,13709700
2003-05-06,25.920000,26.320000,24.940001,25.260000,18.146658,16796075
2003-05-07,25.500000,25.940001,24.400000,24.459999,17.571947,11796225
2003-05-08,24.799999,25.000000,24.400000,24.730000,17.765913,9218620
2003-05-09,24.799999,25.180000,24.400000,24.719999,17.758724,8798025
2003-05-12,24.950001,29.670000,24.920000,28.889999,20.754431,44265660
2003-05-13,28.980000,29.100000,27.040001,27.260000,19.583452,30769675
2003-05-14,27.219999,31.000000,27.219999,29.850000,21.444094,43412080
2003-05-15,29.900000,30.000000,28.440001,28.750000,20.653860,37539215
2003-05-16,29.000000,29.860001,27.520000,27.990000,20.107882,37709800
2003-05-19,28.389999,28.570000,26.900000,27.860001,20.014486,33485070
2003-05-20,27.400000,29.500000,27.030001,29.299999,21.048981,36311285
2003-05-21,29.700001,30.299999,28.370001,28.770000,20.668230,30498250
2003-05-22,29.200001,30.240000,27.910000,29.959999,21.523115,45269015
2003-05-23,30.320000,30.660000,29.230000,30.049999,21.587774,28472205
2003-05-26,30.230000,35.529999,28.670000,34.290001,24.633766,89266570
2003-05-27,34.570000,34.650002,32.520000,32.990002,23.699854,42995290
2003-05-28,33.200001,37.740002,31.850000,36.630001,26.314821,87524180
2003-05-29,37.599998,38.759998,35.619999,37.990002,27.291838,60385615
2003-05-30,38.099998,39.189999,35.049999,35.810001,25.725731,51451045
2003-06-02,30.400000,31.080000,28.650000,28.650000,20.582022,61268270
2003-06-03,27.660000,31.950001,27.660000,31.040001,22.298985,79898495
2003-06-04,31.340000,32.400002,30.700001,32.119999,23.074848,43486460
2003-06-05,33.200001,34.740002,30.250000,31.049999,22.306166,48454310
2003-06-06,32.400002,32.400002,29.469999,30.230000,21.717087,28053665
2003-06-09,31.080000,31.600000,29.719999,30.139999,21.652431,15632250
2003-06-10,28.030001,29.490000,26.910000,27.690001,19.892359,29722890
2003-06-11,28.200001,30.780001,28.020000,30.389999,21.832027,37979620
2003-06-12,30.809999,31.299999,29.660000,29.920000,21.494383,23514990
2003-06-13,30.080000,30.360001,28.700001,29.200001,20.977140,22358640
2003-06-16,28.900000,28.900000,27.930000,28.139999,20.215635,17601040
2003-06-17,28.420000,30.540001,28.200001,30.059999,21.594957,32638740
2003-06-18,30.400000,30.450001,28.620001,28.920000,20.775984,17297450
2003-06-19,29.200001,29.980000,28.969999,29.610001,21.271681,19979750
2003-06-20,30.080000,30.920000,29.920000,30.510000,21.918238,21900095
2003-06-23,30.760000,31.350000,29.660000,29.900000,21.480015,16673375
2003-06-24,30.000000,30.459999,29.450001,29.959999,21.523115,12660105
2003-06-25,30.400000,30.969999,30.299999,30.700001,22.054731,19244580
2003-06-26,30.900000,32.360001,30.450001,30.700001,22.054731,30127415
2003-06-27,30.860001,31.950001,30.139999,31.389999,22.550421,21727310
2003-06-30,31.639999,32.250000,30.799999,31.059999,22.313354,18223415
2003-07-01,31.580000,31.580000,30.350000,30.540001,21.939787,10506705
2003-07-02,30.799999,31.260000,30.350000,30.700001,22.054731,9396350
2003-07-03,30.920000,33.150002,30.559999,32.770000,23.541811,35633490
2003-07-04,33.000000,33.369999,32.049999,32.369999,23.254452,17575285
2003-07-07,32.410000,32.770000,31.629999,31.980000,22.974279,10733285
2003-07-08,32.220001,32.380001,30.420000,30.740000,22.083466,14424440
2003-07-09,30.920000,31.480000,29.600000,29.980000,21.537485,14262585
2003-07-10,30.180000,31.370001,30.020000,30.889999,22.191225,13443780
2003-07-11,31.080000,34.080002,31.010000,32.840000,23.592096,34121105
2003-07-14,33.310001,35.180000,33.310001,34.919998,25.086357,25476930
2003-07-15,35.410000,36.080002,34.000000,35.189999,25.280327,18156415
2003-07-16,35.700001,36.779999,35.150002,36.450001,26.185507,20012390
2003-07-17,36.599998,36.919998,33.529999,34.169998,24.547564,19989065
2003-07-18,33.380001,34.980000,33.060001,34.520000,24.798996,15978755
2003-07-21,35.200001,35.580002,34.099998,34.369999,24.691244,11087165
2003-07-22,33.799999,34.480000,32.220001,32.680000,23.477154,15078850
2003-07-23,32.340000,34.400002,32.110001,33.669998,24.717810,17158460
2003-07-24,34.049999,34.380001,33.250000,33.599998,24.666424,13362945
2003-07-25,33.799999,34.990002,33.660000,34.840000,25.576731,13242800
2003-07-28,35.369999,35.400002,34.570000,34.970001,25.672167,10920290
2003-07-29,35.020000,35.020000,30.400000,33.400002,24.519606,18648405
2003-07-30,33.700001,34.759998,33.380001,34.540001,25.356497,12553165
2003-07-31,34.959999,35.590000,33.700001,34.070000,25.011461,10324715
2003-08-01,34.200001,34.599998,33.599998,34.160000,25.077536,6630600
2003-08-04,33.880001,33.880001,32.240002,32.860001,24.123178,8237965
2003-08-05,33.080002,33.650002,31.020000,31.170000,22.882517,10640930
2003-08-06,31.299999,31.379999,29.840000,30.230000,22.192444,13809840
2003-08-07,31.000000,32.000000,30.540001,31.690001,23.264257,11156745
2003-08-08,32.310001,33.119999,31.950001,32.939999,24.181904,9241005
2003-08-11,33.000000,33.000000,31.840000,32.290001,23.704733,6008985
2003-08-12,32.880001,32.880001,31.440001,31.600000,23.198187,4656515
2003-08-13,32.029999,32.389999,31.129999,31.879999,23.403742,6933905
2003-08-14,32.400002,33.500000,31.469999,31.709999,23.278936,6134780
2003-08-15,null,null,null,null,null,null
2003-08-18,31.940001,31.950001,30.879999,31.049999,22.794420,4508960
2003-08-19,31.340000,31.900000,30.450001,30.590000,22.456730,4541935
2003-08-20,30.700001,32.360001,30.500000,31.830000,23.367037,8440435
2003-08-21,32.599998,33.080002,32.220001,32.669998,23.983694,9921440
2003-08-22,32.630001,33.380001,32.459999,32.959999,24.196590,7297320
2003-08-25,33.590000,34.689999,30.200001,31.980000,23.477154,13248410
2003-08-26,32.419998,33.400002,32.419998,33.250000,24.409485,5416625
2003-08-27,33.650002,35.380001,32.709999,34.919998,25.635466,11177090
2003-08-28,35.279999,36.680000,35.000000,35.290001,25.907091,16334300
2003-08-29,35.400002,35.570000,34.200001,34.650002,25.437252,9580535
2003-09-01,34.680000,35.180000,33.419998,33.750000,24.776545,7397495
2003-09-02,33.599998,34.680000,33.450001,34.270000,25.158291,6946840
2003-09-03,34.400002,34.700001,32.730000,33.080002,24.284689,6241965
2003-09-04,33.400002,33.599998,32.200001,32.580002,23.917629,4107510
2003-09-05,33.180000,33.180000,32.560001,32.820000,24.093813,2088410
2003-09-08,33.080002,33.660000,32.700001,33.270000,24.424170,3008110
2003-09-09,33.380001,33.599998,32.000000,32.310001,23.719414,5189530
2003-09-10,32.200001,33.389999,31.900000,33.139999,24.328733,6138000
2003-09-11,33.009998,36.560001,33.009998,35.759998,26.252123,32820670
2003-09-12,35.799999,36.700001,33.930000,35.049999,25.730904,29536725
2003-09-15,35.540001,35.680000,32.119999,32.470001,23.836872,12774015
2003-09-16,32.560001,35.680000,31.799999,35.200001,25.841021,17302600
2003-09-17,35.599998,36.380001,33.310001,33.730000,24.761862,13128060
2003-09-18,33.799999,33.799999,31.610001,31.799999,23.345013,12684555
2003-09-19,32.400002,33.360001,30.840000,32.060001,23.535887,16456870
2003-09-22,32.419998,32.759998,31.410000,31.580000,23.183502,6560895
2003-09-23,31.600000,32.220001,31.059999,31.850000,23.381720,16844155
2003-09-24,32.400002,33.500000,32.049999,33.209999,24.380121,10900610
2003-09-25,33.200001,34.180000,32.430000,33.279999,24.431507,15427130
2003-09-26,33.610001,34.560001,33.520000,34.340000,25.209681,13613275
2003-09-29,34.599998,36.000000,34.599998,35.310001,25.921772,20285815
2003-09-30,35.599998,37.560001,35.599998,37.240002,27.338621,32935490
2003-10-01,37.400002,39.360001,36.950001,37.689999,27.668982,37775555
2003-10-02,null,null,null,null,null,null
2003-10-03,37.980000,39.270000,37.980000,39.000000,28.630671,19539150
2003-10-06,39.430000,40.950001,39.250000,39.759998,29.188601,24117875
2003-10-07,40.220001,40.340000,38.299999,38.529999,28.285643,13236850
2003-10-08,38.700001,40.180000,38.700001,39.580002,29.056459,21640215
2003-10-09,40.180000,40.599998,39.200001,39.759998,29.188601,17925630
2003-10-10,40.180000,40.279999,38.959999,39.299999,28.850912,9820190
2003-10-13,39.599998,42.000000,38.910000,41.830002,30.708233,23141105
2003-10-14,42.220001,43.000000,40.220001,41.099998,30.172325,30085750
2003-10-15,41.240002,42.980000,40.680000,42.459999,31.170731,24209645
2003-10-16,43.200001,44.759998,42.900002,44.410000,32.602257,24321330
2003-10-17,44.799999,45.889999,43.020000,43.529999,31.956236,34775915
2003-10-20,43.599998,44.450001,41.419998,41.660000,30.583439,18732690
2003-10-21,42.000000,42.240002,38.000000,38.450001,28.226910,41402300
2003-10-22,39.400002,39.480000,36.619999,37.730000,27.698347,27349080
2003-10-23,38.500000,39.860001,36.119999,36.459999,26.766008,48379045
2003-10-24,36.880001,38.700001,35.209999,38.279999,28.102106,47521450
2003-10-27,38.580002,38.599998,36.419998,36.610001,26.876129,21264580
2003-10-28,36.889999,36.889999,35.009998,35.380001,25.973160,27257260
2003-10-29,36.000000,38.200001,35.799999,37.930000,27.845163,34593480
2003-10-30,38.439999,40.209999,37.799999,39.560001,29.041780,38735690
2003-10-31,39.330002,41.150002,39.200001,40.599998,29.805265,28187295
2003-11-03,40.970001,41.400002,38.259998,38.590000,28.329683,38304860
2003-11-04,38.880001,40.799999,38.779999,40.400002,29.658443,29144310
2003-11-05,40.580002,41.689999,39.279999,39.700001,29.144558,37356900
2003-11-06,40.200001,40.380001,39.009998,39.540001,29.027103,15733685
2003-11-07,39.299999,39.700001,38.299999,38.560001,28.307667,17588620
2003-11-10,39.000000,39.000000,36.700001,37.240002,27.338621,11441480
2003-11-11,37.200001,38.279999,37.200001,37.490002,27.522158,12463875
2003-11-12,38.160000,38.389999,37.270000,37.439999,27.485441,15077595
2003-11-13,37.990002,38.299999,36.430000,36.720001,26.956881,12477910
2003-11-14,37.000000,37.099998,35.200001,35.369999,25.965820,12932180
2003-11-17,36.000000,36.400002,35.419998,36.029999,26.450338,10055935
2003-11-18,36.400002,36.959999,35.209999,35.529999,26.083277,10080575
2003-11-19,35.400002,35.400002,33.570000,33.880001,24.871979,11477360
2003-11-20,33.849998,34.529999,33.000000,33.169998,24.350756,10007665
2003-11-21,33.580002,34.200001,32.860001,34.040001,24.989441,13815195
2003-11-24,34.290001,34.779999,34.029999,34.369999,25.231703,8546580
2003-11-25,34.880001,35.279999,34.419998,34.980000,25.679512,9167325
2003-11-26,null,null,null,null,null,null
2003-11-27,35.200001,36.259998,35.099998,35.700001,26.208080,13166795
2003-11-28,36.060001,37.090000,35.240002,36.889999,27.081686,18002505
2003-12-01,37.279999,37.400002,36.119999,36.240002,26.604504,10866565
2003-12-02,36.779999,37.500000,36.220001,36.799999,27.015608,17955985
2003-12-03,37.570000,37.570000,36.400002,36.619999,26.883476,12280995
2003-12-04,36.599998,37.599998,36.599998,36.950001,27.125732,11102750
2003-12-05,37.400002,38.099998,35.730000,36.040001,26.457684,17652795
2003-12-08,36.200001,36.340000,35.060001,35.299999,25.914431,8257135
2003-12-09,35.619999,36.619999,35.500000,36.470001,26.773354,7286745
2003-12-10,36.400002,36.590000,35.310001,35.570000,26.112648,7193650
2003-12-11,35.849998,36.400002,35.639999,36.270000,26.626524,8376605
2003-12-12,36.619999,37.099998,36.419998,36.590000,26.861446,9179335
2003-12-15,37.560001,37.560001,36.580002,36.750000,26.978903,6780250
2003-12-16,36.740002,36.740002,35.340000,35.840000,26.310856,8412325
2003-12-17,36.180000,36.189999,35.599998,35.810001,26.288834,5686000
2003-12-18,36.060001,36.250000,35.160000,35.880001,26.340227,8365130
2003-12-19,35.799999,36.740002,35.799999,36.619999,27.263391,9438445
2003-12-22,36.779999,39.990002,36.689999,39.459999,29.377762,24638240
2003-12-23,40.000000,41.000000,39.650002,40.180000,29.913794,25104145
2003-12-24,40.400002,42.869999,40.230000,42.090000,31.335785,34092850
2003-12-25,null,null,null,null,null,null
2003-12-26,42.580002,45.020000,42.580002,44.820000,33.368248,28384690
2003-12-29,45.340000,46.500000,44.040001,45.959999,34.216972,15866245
2003-12-30,46.000000,48.599998,46.000000,47.439999,35.318829,27710590
